Topic,Discussion,User,Time
Model 3 - Stop sign in a 55 mph state road,"> @larry_98733015 said:
> > @chidu07_98492127 said:
> > I live in Morton, IL. There is an all way stop sign on Stateway 150 in a 55 mph zone. My car comes so fast and suddenly it understands that there is a stop sign and gives out loud alert. I am forced to take control every time that I come to that stop sign. Has anyone else experienced the same? 
> 
> I'm confused. If there is an all way stop sign, don't you have to stop? Are you coming up on the stop sign at 55 mph? Should you be coming up at a slower speed? Are you complaining that the car is not slowing down automatically? I don't remember ever seeing a stop sign in a 55mph zone. Talk about dangerous. 
Highway 71 going west into Bastrop, Texas has a red light intersection in a 75 mph zone. Bit of an oversight, I'd say. Last time I passed through, I looked behind me - no cars - looked toward the intersection - no cars. 
So I let the 3 do what the 3 does in EAP. It started the dramatic slowdown WAY too close to the intersection but stopped right at the line. I could feel the tires slightly giving way in that last second.
I'll give Tesla credit for managing the stop, but dayum!!",LostInTx,October 29
Model 3 - Stop sign in a 55 mph state road,"@larry
They're all over the place around here. All the main roads are mostly posted at 55mph and are on a 1 square mile grid. Traffic lights, red and yellow flashers, or, 4 way stop signs at every intersection.
Looks like I'm doing a NOA test run detour on the way home. Will report back.",TabascoGuy,October 29
Model 3 - Stop sign in a 55 mph state road,"YOU are driving your car. AP is helping when it can. 
If you don't understand that, you should not be using AP.
I suggest that @syclone not even consider using AP until he/she comprehends what it is.",Earl and Nagin 08 RDS 359,October 29
Model 3 - Stop sign in a 55 mph state road,"@LostInTx 
Hey it did what it was supposed to do though, STOP, haha. Rollercoaster ride but hey that's just all in the details to be worked out.
I did look at the OP's location, I just found the first 4 way stop on 150(at Washington RD) that I could find. West of that stop about 1000 feet there is a Stop ahead sign. Same thing in the east bound direction. So as far as Tesla and FSD is concerned, it will need to pay attention to that warning sign. Ideally it would be nice if the car new the stop sign was there in the first place, but that isn't really the intent of FSD and the NN.",derotam,October 29
Model 3 - Stop sign in a 55 mph state road,"> @Frank99 said: > You don’t have a firm grasp of how machine learning and deep neural nets work""
It is one of the fanbois fantasies that the car ""learns"" and has a ""neural net"". Tesla gets very little if any data from owners cars. It is 99.9% irrelevant and impossible to sort through it for the 00.1% that might be of use.
There's even doubt that the ""bug report"" owners thing they are sending to Tesla is even sent.
In this case, no matter how many times @chidom900_93500660 drives through that stop sign, the car will not ""learn"" anything and unless he sends a bug report and unless Tesla reads and unless Tesla reprograms the car, they care will still behave the same.",FISHEV,October 29
Model 3 - Stop sign in a 55 mph state road,Said by a guy who knows nothing about neural networks.,larry_98733015,October 29
Model 3 - Stop sign in a 55 mph state road,"""Amazing. Every word of what you just said was wrong."" - LS",TabascoGuy,October 29
Model 3 - Stop sign in a 55 mph state road,"FYI, I'm not the machine learning guy, but we have a machine learning guy in my company who does magical things analyzing images using neural networks and they most definitely learn from what they see.",larry_98733015,October 29
Model 3 - Stop sign in a 55 mph state road,Cars are doing major uploads to NN nightly. Winning.,Bighorn,October 29
Model 3 - Stop sign in a 55 mph state road,"When I say magical, I mean the neural network is recognizing features in an image that most humans would have a hard time seeing, and sometimes sees features that a human cannot see. How? Training data.",larry_98733015,October 29
Model 3 - Stop sign in a 55 mph state road,"The car's NN is not learning in real time. The NN is how ever able to identify objects that are not explicitly coded for. And by object I mean an object looking different ways because of lighting, background, foreground, partial blockage, etc.. For example, the car's NN may never have seen a stop sign that is half blocked by another object, but it could possibly correctly identify that stop sign as a stop sign correctly.
The car DOES have a NN, but that NN is not a dynamically learning system in the car. The NN learns in Tesla servers by being fed different data, and updates then pushed to the vehicles.
Tesla IS getting HUGE amounts of data from the fleet, when Tesla REQUESTS such data from the fleet. The cars aren't just blindly sending everything to Tesla cause Tesla doesn't need all of that.
Technically the OP didn't actually say the car ran the stop sign so it is still technically up in the air as to whether the car would have actually stopped or attempted to stop, as long as all the appropriate setting are set in the menus and that the OP has FSD.",derotam,October 29
Heads up about final payment,"I have been waiting for final payment info from Tesla and assumed from the statement on my model 3 account page that says they would reach out to me when it became available that I would get a phone call or email. I have recieved neither and only found it by logging in to my account and seeing the ""please make final payment"" option had appeared. I was away a couple days to help Tesla lobby for more NY locations so I hadn't logged in a while. I also messed up and didn't transfer funds into my bank till I got home yesterday so I am worried I won't make payment in time for 31st delivery date because good friday may slow processing  So figure the steps you need to take well beforehand  Saw a red 3 at Guilderland supercharger in bright sunshine, it was gorgeous.",boardtoloop_98147540,March 2018
Heads up about final payment,"According to my ISA, you can show up at delivery with a cashier's check (not a personal check). No need to wire/ACH the money.",Unbeliever,March 2018
Heads up about final payment,they took my personal check without issue. ymmv.,Shoal007_98210036,March 2018
Heads up about final payment,I’m going to tesla with my financed check and my balance check (both certified check from credit union). This is how my bank wanted to do it.,ramirezfrank96_98036719,March 2018
